2191,27.94, 49
Vazao | Tempo: 199532, Pulsos: 0, PWMooler: 4
200191,30.56, 68
Vazao | Tempo: 200192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 200532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 201032, Pulsos: 0, PWMooler: 4
201691,30.56, 68
Vazao | Tempo: 201692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 202032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 202532, Pulsos: 0, PWMooler: 4
203191,30.56, 68
Vazao | Tempo: 203192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 203532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 204032, Pulsos: 0, PWMooler: 4
204691,30.56, 68
Vazao | Tempo: 204692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 205032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 205532, Pulsos: 0, PWMooler: 4
206191,30.62, 68
Vazao | Tempo: 206192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 206532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 207032, Pulsos: 0, PWMooler: 4
207691,30.62, 68
Vazao | Tempo: 207692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 208032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 208532, Pulsos: 0, PWMooler: 4
209191,30.62, 69
Vazao | Tempo: 209192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 209532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 210032, Pulsos: 0, PWMooler: 4
210691,30.69, 69
Vazao | Tempo: 210692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 211032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 211532, Pulsos: 0, PWMooler: 4
212191,30.69, 69
Vazao | Tempo: 212192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 212532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 213032, Pulsos: 0, PWMooler: 4
213691,30.75, 69
Vazao | Tempo: 213692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 214032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 214532, Pulsos: 0, PWMooler: 4
215191,30.75, 69
Vazao | Tempo: 215192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 215532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 216032, Pulsos: 0, PWMooler: 4
216691,30.75, 69
Vazao | Tempo: 216692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 217032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 217532, Pulsos: 0, PWMooler: 4
218191,30.81, 69
Vazao | Tempo: 218192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 218532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 219032, Pulsos: 0, PWMooler: 4
219691,30.81, 69
Vazao | Tempo: 219692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 220032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 220532, Pulsos: 0, PWMooler: 4
221191,30.81, 69
Vazao | Tempo: 221192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 221532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 222032, Pulsos: 0, PWMooler: 4
222691,30.88, 69
Vazao | Tempo: 222692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 223032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 223532, Pulsos: 0, PWMooler: 4
224191,30.88, 69
Vazao | Tempo: 224192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 224532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 225032, Pulsos: 0, PWMooler: 4
225691,30.88, 70
Vazao | Tempo: 225692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 226032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 226532, Pulsos: 0, PWMooler: 4
227191,30.94, 70
Vazao | Tempo: 227192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 227532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 228032, Pulsos: 0, PWMooler: 4
228691,30.94, 70
Vazao | Tempo: 228692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 229032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 229532, Pulsos: 0, PWMooler: 4
230191,30.94, 70
Vazao | Tempo: 230192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 230532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 231032, Pulsos: 0, PWMooler: 4
231691,31.00, 70
Vazao | Tempo: 231692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 232032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 232532, Pulsos: 0, PWMooler: 4
233191,31.00, 70
Vazao | Tempo: 233192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 233532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 234032, Pulsos: 0, PWMooler: 4
234691,31.00, 70
Vazao | Tempo: 234692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 235032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 235532, Pulsos: 0, PWMooler: 4
236191,31.06, 70
Vazao | Tempo: 236192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 236532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 237032, Pulsos: 0, PWMooler: 4
237691,31.06, 70
Vazao | Tempo: 237692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 238032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 238532, Pulsos: 0, PWMooler: 4
239191,31.06, 71
Vazao | Tempo: 239192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 239532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 240032, Pulsos: 0, PWMooler: 4
240691,31.12, 70
Vazao | Tempo: 240692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 241032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 241532, Pulsos: 0, PWMooler: 4
242191,31.12, 71
Vazao | Tempo: 242192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 242532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 243032, Pulsos: 0, PWMooler: 4
243691,31.12, 71
Vazao | Tempo: 243692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 244032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 244532, Pulsos: 0, PWMooler: 4
245191,31.12, 71
Vazao | Tempo: 245192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 245532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 246032, Pulsos: 0, PWMooler: 4
246691,31.19, 71
Vazao | Tempo: 246692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 247032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 247532, Pulsos: 0, PWMooler: 4
248191,31.19, 71
Vazao | Tempo: 248192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 248532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 249032, Pulsos: 0, PWMooler: 4
249691,31.19, 71
Vazao | Tempo: 249692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 250032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 250532, Pulsos: 0, PWMooler: 4
251191,31.25, 71
Vazao | Tempo: 251192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 251532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 252032, Pulsos: 0, PWMooler: 4
252691,31.25, 71
Vazao | Tempo: 252692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 253032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 253532, Pulsos: 0, PWMooler: 4
254191,31.25, 72
Vazao | Tempo: 254192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 254532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 255032, Pulsos: 0, PWMooler: 4
255691,31.31, 72
Vazao | Tempo: 255692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 256032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 256532, Pulsos: 0, PWMooler: 4
257191,31.31, 72
Vazao | Tempo: 257192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 257532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 258032, Pulsos: 0, PWMooler: 4
258691,31.31, 72
Vazao | Tempo: 258692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 259032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 259532, Pulsos: 0, PWMooler: 4
260191,31.38, 72
Vazao | Tempo: 260192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 260532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 261032, Pulsos: 0, PWMooler: 4
261691,31.38, 72
Vazao | Tempo: 261692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 262032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 262532, Pulsos: 0, PWMooler: 4
263191,31.38, 72
Vazao | Tempo: 263192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 263532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 264032, Pulsos: 0, PWMooler: 4
264691,31.44, 72
Vazao | Tempo: 264692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 265032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 265532, Pulsos: 0, PWMooler: 4
266191,31.44, 72
Vazao | Tempo: 266192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 266532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 267032, Pulsos: 0, PWMooler: 4
267691,31.50, 72
Vazao | Tempo: 267692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 268032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 268532, Pulsos: 0, PWMooler: 4
269191,31.50, 72
Vazao | Tempo: 269192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 269532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 270032, Pulsos: 0, PWMooler: 4
270691,31.50, 73
Vazao | Tempo: 270692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 271032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 271532, Pulsos: 0, PWMooler: 4
272191,31.56, 72
Vazao | Tempo: 272192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 272532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 273032, Pulsos: 0, PWMooler: 4
273691,31.56, 73
Vazao | Tempo: 273692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 274032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 274532, Pulsos: 0, PWMooler: 4
275191,31.56, 73
Vazao | Tempo: 275192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 275532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 276032, Pulsos: 0, PWMooler: 4
276691,31.56, 73
Vazao | Tempo: 276692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 277032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 277532, Pulsos: 0, PWMooler: 4
278191,31.62, 73
Vazao | Tempo: 278192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 278532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 279032, Pulsos: 0, PWMooler: 4
279691,31.62, 73
Vazao | Tempo: 279692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 280032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 280532, Pulsos: 0, PWMooler: 4
281191,31.62, 73
Vazao | Tempo: 281192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 281532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 282032, Pulsos: 0, PWMooler: 4
282691,31.69, 73
Vazao | Tempo: 282692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 283032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 283532, Pulsos: 0, PWMooler: 4
284191,31.69, 73
Vazao | Tempo: 284192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 284532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 285032, Pulsos: 0, PWMooler: 4
285691,31.69, 73
Vazao | Tempo: 285692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 286032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 286532, Pulsos: 0, PWMooler: 4
287191,31.75, 73
Vazao | Tempo: 287192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 287532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 288032, Pulsos: 0, PWMooler: 4
288691,31.75, 74
Vazao | Tempo: 288692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 289032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 289532, Pulsos: 0, PWMooler: 4
290191,31.75, 74
Vazao | Tempo: 290192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 290532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 291032, Pulsos: 0, PWMooler: 4
291691,31.75, 74
Vazao | Tempo: 291692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 292032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 292532, Pulsos: 0, PWMooler: 4
293191,31.81, 74
Vazao | Tempo: 293192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 293532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 294032, Pulsos: 0, PWMooler: 4
294691,31.81, 74
Vazao | Tempo: 294692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 295032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 295532, Pulsos: 0, PWMooler: 4
296191,31.81, 74
Vazao | Tempo: 296192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 296532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 297032, Pulsos: 0, PWMooler: 4
297691,31.88, 74
Vazao | Tempo: 297692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 298032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 298532, Pulsos: 0, PWMooler: 4
299191,31.88, 74
Vazao | Tempo: 299192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 299532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 300032, Pulsos: 0, PWMooler: 4
300691,31.88, 74
Vazao | Tempo: 300692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 301032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 301532, Pulsos: 0, PWMooler: 4
302191,31.94, 74
Vazao | Tempo: 302192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 302532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 303032, Pulsos: 0, PWMooler: 4
303691,31.94, 74
Vazao | Tempo: 303692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 304032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 304532, Pulsos: 0, PWMooler: 4
305191,31.94, 75
Vazao | Tempo: 305192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 305532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 306032, Pulsos: 0, PWMooler: 4
306691,32.00, 75
Vazao | Tempo: 306692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 307032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 307532, Pulsos: 0, PWMooler: 4
308191,32.00, 75
Vazao | Tempo: 308192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 308532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 309032, Pulsos: 0, PWMooler: 4
309691,32.00, 75
Vazao | Tempo: 309692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 310032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 310532, Pulsos: 0, PWMooler: 4
311191,32.06, 75
Vazao | Tempo: 311192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 311532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 312032, Pulsos: 0, PWMooler: 4
312691,32.06, 75
Vazao | Tempo: 312692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 313032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 313532, Pulsos: 0, PWMooler: 4
314191,32.06, 75
Vazao | Tempo: 314192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 314532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 315032, Pulsos: 0, PWMooler: 4
315691,32.12, 75
Vazao | Tempo: 315692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 316032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 316532, Pulsos: 0, PWMooler: 4
317191,32.12, 75
Vazao | Tempo: 317192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 317532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 318032, Pulsos: 0, PWMooler: 4
318691,32.12, 75
Vazao | Tempo: 318692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 319032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 319532, Pulsos: 0, PWMooler: 4
320191,32.19, 75
Vazao | Tempo: 320192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 320532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 321032, Pulsos: 0, PWMooler: 4
321691,32.19, 75
Vazao | Tempo: 321692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 322032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 322532, Pulsos: 0, PWMooler: 4
323191,32.19, 76
Vazao | Tempo: 323192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 323532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 324032, Pulsos: 0, PWMooler: 4
324691,32.19, 76
Vazao | Tempo: 324692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 325032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 325532, Pulsos: 0, PWMooler: 4
326191,32.25, 76
Vazao | Tempo: 326192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 326532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 327032, Pulsos: 0, PWMooler: 4
327691,32.25, 76
Vazao | Tempo: 327692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 328032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 328532, Pulsos: 0, PWMooler: 4
329191,32.25, 76
Vazao | Tempo: 329192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 329532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 330032, Pulsos: 0, PWMooler: 4
330691,32.31, 76
Vazao | Tempo: 330692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 331032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 331532, Pulsos: 0, PWMooler: 4
332191,32.31, 76
Vazao | Tempo: 332192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 332532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 333032, Pulsos: 0, PWMooler: 4
333691,32.31, 76
Vazao | Tempo: 333692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 334032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 334532, Pulsos: 0, PWMooler: 4
335191,32.38, 76
Vazao | Tempo: 335192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 335532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 336032, Pulsos: 0, PWMooler: 4
336691,32.38, 76
Vazao | Tempo: 336692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 337032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 337532, Pulsos: 0, PWMooler: 4
338191,32.38, 76
Vazao | Tempo: 338192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 338532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 339032, Pulsos: 0, PWMooler: 4
339691,32.44, 76
Vazao | Tempo: 339692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 340032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 340532, Pulsos: 0, PWMooler: 4
341191,32.44, 76
Vazao | Tempo: 341192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 341532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 342032, Pulsos: 0, PWMooler: 4
342691,32.50, 76
Vazao | Tempo: 342692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 343032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 343532, Pulsos: 0, PWMooler: 4
344191,32.50, 76
Vazao | Tempo: 344192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 344532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 345032, Pulsos: 0, PWMooler: 4
345691,32.50, 77
Vazao | Tempo: 345692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 346032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 346532, Pulsos: 0, PWMooler: 4
347191,32.50, 77
Vazao | Tempo: 347192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 347532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 348032, Pulsos: 0, PWMooler: 4
348691,32.56, 77
Vazao | Tempo: 348692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 349032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 349532, Pulsos: 0, PWMooler: 4
350191,32.56, 77
Vazao | Tempo: 350192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 350532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 351032, Pulsos: 0, PWMooler: 4
351691,32.56, 77
Vazao | Tempo: 351692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 352032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 352532, Pulsos: 0, PWMooler: 4
353191,32.56, 77
Vazao | Tempo: 353192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 353532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 354032, Pulsos: 0, PWMooler: 4
354691,32.62, 77
Vazao | Tempo: 354692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 355032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 355532, Pulsos: 0, PWMooler: 4
356191,32.62, 77
Vazao | Tempo: 356192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 356532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 357032, Pulsos: 0, PWMooler: 4
357691,32.62, 77
Vazao | Tempo: 357692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 358032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 358532, Pulsos: 0, PWMooler: 4
359191,32.62, 77
Vazao | Tempo: 359192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 359532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 360032, Pulsos: 0, PWMooler: 4
360691,32.69, 77
Vazao | Tempo: 360692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 361032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 361532, Pulsos: 0, PWMooler: 4
362191,32.69, 78
Vazao | Tempo: 362192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 362532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 363032, Pulsos: 0, PWMooler: 4
363691,32.69, 78
Vazao | Tempo: 363692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 364032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 364532, Pulsos: 0, PWMooler: 4
365191,32.75, 78
Vazao | Tempo: 365192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 365532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 366032, Pulsos: 0, PWMooler: 4
366691,32.75, 78
Vazao | Tempo: 366692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 367032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 367532, Pulsos: 0, PWMooler: 4
368191,32.75, 78
Vazao | Tempo: 368192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 368532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 369032, Pulsos: 0, PWMooler: 4
369691,32.81, 78
Vazao | Tempo: 369692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 370032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 370532, Pulsos: 0, PWMooler: 4
371191,32.81, 78
Vazao | Tempo: 371192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 371532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 372032, Pulsos: 0, PWMooler: 4
372691,32.81, 78
Vazao | Tempo: 372692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 373032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 373532, Pulsos: 0, PWMooler: 4
374191,32.88, 78
Vazao | Tempo: 374192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 374532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 375032, Pulsos: 0, PWMooler: 4
375691,32.88, 78
Vazao | Tempo: 375692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 376032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 376532, Pulsos: 0, PWMooler: 4
377191,32.88, 78
Vazao | Tempo: 377192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 377532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 378032, Pulsos: 0, PWMooler: 4
378691,32.88, 78
Vazao | Tempo: 378692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 379032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 379532, Pulsos: 0, PWMooler: 4
380191,32.94, 78
Vazao | Tempo: 380192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 380532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 381032, Pulsos: 0, PWMooler: 4
381691,32.94, 78
Vazao | Tempo: 381692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 382032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 382532, Pulsos: 0, PWMooler: 4
383191,32.94, 79
Vazao | Tempo: 383192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 383532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 384032, Pulsos: 0, PWMooler: 4
384691,32.94, 79
Vazao | Tempo: 384692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 385032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 385532, Pulsos: 0, PWMooler: 4
386191,33.00, 79
Vazao | Tempo: 386192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 386532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 387032, Pulsos: 0, PWMooler: 4
387691,33.00, 79
Vazao | Tempo: 387692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 388032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 388532, Pulsos: 0, PWMooler: 4
389191,33.00, 79
Vazao | Tempo: 389192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 389532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 390032, Pulsos: 0, PWMooler: 4
390691,33.06, 79
Vazao | Tempo: 390692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 391032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 391532, Pulsos: 0, PWMooler: 4
392191,33.06, 79
Vazao | Tempo: 392192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 392532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 393032, Pulsos: 0, PWMooler: 4
393691,33.06, 79
Vazao | Tempo: 393692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 394032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 394532, Pulsos: 0, PWMooler: 4
395191,33.06, 79
Vazao | Tempo: 395192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 395532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 396032, Pulsos: 0, PWMooler: 4
396691,33.12, 79
Vazao | Tempo: 396692, Pulsos: 0, PWMooler: 4
